t_sec,X,Y,Z,MAG,temp,phase,event_flag,terminal_id,location
16.5,2.8459632468586453,2.4273340085716626,2.25821457309626,4.369323774885892,22.023451533077807,0.7061776879942822,0,obs_terminal_2,Hoshimigato Shrine
17.0,2.0376519007300784,2.2343269788147038,2.5641539679260648,3.9647355382218277,21.983731374291743,0.8314040793608043,0,obs_terminal_2,Hoshimigato Shrine
17.5,2.1299289549719456,2.4736672901399905,2.048804511159171,3.8539884717630617,21.946561445095725,0.8599272142677088,0,obs_terminal_2,Hoshimigato Shrine
18.0,1.8851773892608454,2.10316642411384,1.3306852470774806,3.1221668794748605,21.92861805486236,0.840000365322891,0,obs_terminal_2,Hoshimigato Shrine
18.5,1.660917193459193,2.3538289612057364,2.0881170232524324,3.558003570112857,21.916464492617884,0.9563061174830206,0,obs_terminal_2,Hoshimigato Shrine
19.0,2.16851146101157,2.1967945209537474,1.9599981827423112,3.656492991950634,22.088136335886464,0.7918771282883506,0,obs_terminal_2,Hoshimigato Shrine
19.5,2.07136560467067,1.8058989919812936,2.522236289164857,3.730080768003804,21.889361329455294,0.717037351040786,0,obs_terminal_2,Hoshimigato Shrine
20.0,2.640731914343158,2.5154403143716317,2.595614815665984,4.476396015758803,22.059686174948855,0.7611036008160206,0,obs_terminal_2,Hoshimigato Shrine
20.5,1.659002600266023,1.3340504819191235,1.7075235848470316,2.7290322659886104,21.958956549435126,0.6772529660368712,0,obs_terminal_2,Hoshimigato Shrine
21.0,1.3601947831237828,1.8737849861894438,1.3421539864682097,2.6762991884127296,22.059322048605992,0.9428934800369223,0,obs_terminal_2,Hoshimigato Shrine
21.5,2.196265780855736,2.81661815491495,2.642289911284528,4.44281635745057,21.88987299860423,0.908523769220753,0,obs_terminal_2,Hoshimigato Shrine
22.0,1.5062967553904723,2.1256280894866757,2.0262470781154356,3.300439654301526,21.988245304905835,0.9542978208688446,0,obs_terminal_2,Hoshimigato Shrine
22.5,2.8122470241647752,2.41753817273927,2.557745827696497,4.505029174231173,22.072701220151263,0.7100677359718467,0,obs_terminal_2,Hoshimigato Shrine
23.0,1.415996787427988,0.6039372489613128,1.9070561591768245,2.450846853017055,22.035660478173778,0.4031492098513914,0,obs_terminal_2,Hoshimigato Shrine
23.5,2.659671145421515,3.0327269833859454,2.079246900407784,4.538121993776763,21.983136726965462,0.85084037552659,0,obs_terminal_2,Hoshimigato Shrine
24.0,2.359758752630195,2.68969953040373,2.503946116661761,4.367229223388025,21.902851134923576,0.8506472241888349,0,obs_terminal_2,Hoshimigato Shrine
24.5,2.273380372837425,1.9741952983400608,2.450916150082478,3.8823569349462894,21.933875573892454,0.7150776369169407,0,obs_terminal_2,Hoshimigato Shrine
25.0,1.8108549198079629,2.691036054556848,2.227877616062592,3.93501070642385,22.069457354827968,0.9784762266813393,0,obs_terminal_2,Hoshimigato Shrine
25.5,2.8427782326803737,2.1700880653880037,2.146035777461383,4.170867997178175,21.982587939937314,0.6520023500710426,0,obs_terminal_2,Hoshimigato Shrine
26.0,1.996078981890334,1.9697081006057677,2.40920257077026,3.6970715885065526,21.99640879482933,0.7787486655639028,0,obs_terminal_2,Hoshimigato Shrine
26.5,2.5035443408353646,3.000229856511225,2.568616519196008,4.6762061846241085,22.01417675523513,0.8753988975108883,0,obs_terminal_2,Hoshimigato Shrine
27.0,1.4911888014567372,1.3501109743080328,0.9827756841963246,2.2388148047537384,21.93485805434562,0.7357863403681474,0,obs_terminal_2,Hoshimigato Shrine
27.5,2.6746219040870676,2.3172249777245115,2.733837094282731,4.4718004411298296,22.02036450899201,0.71392399096964,0,obs_terminal_2,Hoshimigato Shrine
28.0,2.0891453343968758,2.3518582963041768,2.333628740429488,3.916834024092103,21.97901922596655,0.8444855172048046,0,obs_terminal_2,Hoshimigato Shrine
28.5,1.6861751784119543,2.2625876486887337,2.059112850552449,3.493198438623496,22.01468513927878,0.9303473462013594,0,obs_terminal_2,Hoshimigato Shrine
29.0,3.1509554087901925,2.500784163356077,2.5779678265804367,4.777903257157954,21.971097453973147,0.6708625101951259,0,obs_terminal_2,Hoshimigato Shrine
29.5,2.203738709968362,2.1195670583010697,2.066510385917373,3.690459861799399,21.92134419699694,0.7659313425368278,0,obs_terminal_2,Hoshimigato Shrine
30.0,1.5354862129812519,1.6455822265211189,1.7436930637458234,2.847125616310774,21.9786313734094,0.8199941138555663,0,obs_terminal_2,Hoshimigato Shrine
30.5,2.1259231477087326,1.4352545554057725,1.6270002638439471,3.0375376092033988,22.0320388808554,0.5938325274232301,0,obs_terminal_2,Hoshimigato Shrine
31.0,1.7736095430937084,2.577294921584641,2.0296957233305637,3.7293169151314336,22.019703004453852,0.9680561383606885,0,obs_terminal_2,Hoshimigato Shrine
31.5,1.4542840541430082,1.138388174264022,1.909234918695547,2.656322216939276,22.001546543366736,0.6641539693743633,0,obs_terminal_2,Hoshimigato Shrine
32.0,2.0879032091286502,2.1898712798549127,2.8434490364114398,4.152117346088891,22.044906592650516,0.8092303605363306,0,obs_terminal_2,Hoshimigato Shrine
32.5,2.4929832834212133,2.50196094587037,2.7896654348047205,4.500778539788686,21.989820299372788,0.7871955113496398,0,obs_terminal_2,Hoshimigato Shrine
33.0,2.3031763781578416,2.2089812607517074,2.1358873744436253,3.8400826183253085,22.002813815700762,0.7645253470916396,0,obs_terminal_2,Hoshimigato Shrine
33.5,1.779440221490881,1.5097883983002844,1.550299200213843,2.8016595295798052,21.976011656015313,0.703600821246442,0,obs_terminal_2,Hoshimigato Shrine
34.0,2.8778856059769518,3.215361051210269,3.193573519516089,5.368396788174633,22.047830898837674,0.8407267964682066,0,obs_terminal_2,Hoshimigato Shrine
34.5,2.655271327097958,2.9810376179446374,2.5883159405336325,4.757775794226761,22.01457642738609,0.8431317385480906,0,obs_terminal_2,Hoshimigato Shrine
35.0,1.837271073250381,2.121997975354251,1.5288171190089799,3.1962043406805307,21.97215209449133,0.8571885829226511,0,obs_terminal_2,Hoshimigato Shrine
35.5,2.6895482336736736,2.374451729244388,2.2279118665661786,4.223183870133437,21.92554851267361,0.7232554308674061,0,obs_terminal_2,Hoshimigato Shrine
36.0,1.954776968867158,1.7155654530079363,2.313668069252245,3.4810024068140506,22.055248063744916,0.7203160398175064,0,obs_terminal_2,Hoshimigato Shrine
36.5,2.587372419544616,2.5435101693251463,2.4433974629436515,4.3742577862764405,21.96279674744077,0.776849696145595,0,obs_terminal_2,Hoshimigato Shrine
37.0,2.176181533935273,2.383611536560979,1.8986584478602269,3.7446326825869685,22.003603217624477,0.8308579219505114,0,obs_terminal_2,Hoshimigato Shrine
37.5,2.61689339257976,1.3270702923367852,2.4529189082401257,3.8244029284755516,22.11762998415723,0.46932473189761925,0,obs_terminal_2,Hoshimigato Shrine
38.0,2.2190359531498793,2.850085476478031,2.7215637300727593,4.522611736756799,22.040075477086667,0.9092499229329142,0,obs_terminal_2,Hoshimigato Shrine
38.5,2.7973239201015896,2.259727396728479,2.4008702451418924,4.323837063940486,22.08055747944135,0.679489605347423,0,obs_terminal_2,Hoshimigato Shrine
39.0,1.9922333991341112,2.970146455024389,2.677603273578172,4.467697748460155,21.973093759372944,0.9799703455389095,0,obs_terminal_2,Hoshimigato Shrine
39.5,2.1688199560710024,2.6114340490917862,2.136307880053098,4.010882590276697,22.053548819841012,0.8777270794463626,0,obs_terminal_2,Hoshimigato Shrine
40.0,2.1588096678283106,2.8606526944204766,2.8184971986121807,4.559355160391525,22.001333449647596,0.9243218203372929,0,obs_terminal_2,Hoshimigato Shrine
40.5,2.534223811790962,2.5567263051324924,3.5089545618105693,5.027116653157749,22.01830084603843,0.7898182316127655,0,obs_terminal_2,Hoshimigato Shrine
41.0,3.459411231738555,1.923537203318809,2.7450299069418973,4.816919205554091,22.10104208565198,0.5074611499102933,0,obs_terminal_2,Hoshimigato Shrine
41.5,2.8307086920659406,2.780767766008353,2.6160818260040695,4.752837593286514,21.986067708792515,0.7764986147758733,0,obs_terminal_2,Hoshimigato Shrine
42.0,1.438490948218704,1.7541546006156836,1.3128186983272074,2.621031763570571,22.000962722683827,0.8839499845247688,0,obs_terminal_2,Hoshimigato Shrine
42.5,1.8131142694155908,1.8615822396786799,2.0560155390422987,3.313619122021859,21.954839267424603,0.7985870511949585,0,obs_terminal_2,Hoshimigato Shrine
43.0,2.2398915777702895,2.6395719211115445,2.024699823212584,4.010469246983928,22.044423427795405,0.8671264225627764,0,obs_terminal_2,Hoshimigato Shrine
43.5,2.215725318961116,2.3788878604259964,2.4827173915325824,4.090529524130814,21.971968655085668,0.8208949505874472,0,obs_terminal_2,Hoshimigato Shrine
44.0,2.0841893993564136,1.797541738545752,2.250442020652638,3.5552061884682384,22.051135520790943,0.7116866397393377,0,obs_terminal_2,Hoshimigato Shrine
44.5,2.096222634402066,2.0843040520431337,2.108075846153482,3.6307652757343987,21.917504337912757,0.7825471948565559,0,obs_terminal_2,Hoshimigato Shrine
45.0,2.5314497846554995,2.4983584538429486,2.6398989905609733,4.429345285308626,22.02743190359168,0.778819214098367,0,obs_terminal_2,Hoshimigato Shrine
45.5,1.4517498695256892,0.950499290834682,1.654124993768121,2.3973226901177647,21.967815334696848,0.5796908058970877,0,obs_terminal_2,Hoshimigato Shrine
46.0,2.883335757553647,2.6707508425576503,2.1732653084965454,4.491059702890226,22.03652588196651,0.7471414330509271,0,obs_terminal_2,Hoshimigato Shrine
46.5,1.686753461363871,2.2550653798284843,2.469792037614833,3.7457081861497987,21.99932204135729,0.9285865255290267,0,obs_terminal_2,Hoshimigato Shrine
47.0,1.5664797439934395,1.8949362221183605,2.098159175439513,3.2321686217954304,21.973233054256585,0.8800056700909026,0,obs_terminal_2,Hoshimigato Shrine
47.5,2.4662773208885485,2.386988057684555,2.504925976840031,4.249104606914952,21.9806720191562,0.7690623144687394,0,obs_terminal_2,Hoshimigato Shrine
48.0,2.3113615486531875,2.432092647821736,2.3858112873678943,4.1169846192465975,21.957480584997068,0.8108448176607679,0,obs_terminal_2,Hoshimigato Shrine
48.5,1.5237236110775314,2.1887505427946934,2.84682175878629,3.9008661484134883,22.041889387766044,0.9626512621478104,0,obs_terminal_2,Hoshimigato Shrine
49.0,2.4299755216525685,2.275868165082818,2.3548069196951937,4.077925032380128,21.94756813252873,0.7526617802730321,0,obs_terminal_2,Hoshimigato Shrine
49.5,2.496399101315123,2.762181929027195,1.9765520643918535,4.2152598431583135,21.98664606806336,0.8358978804765659,0,obs_terminal_2,Hoshimigato Shrine
50.0,1.736177040466481,1.744599726308011,1.058636052416848,2.679300134802681,22.017261978985125,0.7878179305835773,0,obs_terminal_2,Hoshimigato Shrine
50.5,2.1217802567573396,2.543278637072539,2.5158535558827375,4.159295228569692,22.080674726272427,0.8755057064982841,0,obs_terminal_2,Hoshimigato Shrine
51.0,2.546793298825214,2.0304330851925263,2.6118307026981333,4.174981944864203,21.99953506995541,0.6730623728916824,0,obs_terminal_2,Hoshimigato Shrine
51.5,1.6249114172520585,1.1915765756214252,1.7181311798755368,2.6480495842688216,21.987874470673077,0.6327387777647944,0,obs_terminal_2,Hoshimigato Shrine
52.0,1.7204225073184174,1.3015822108996329,1.4979059198188711,2.626345750286238,22.013681743255802,0.6476786755762187,0,obs_terminal_2,Hoshimigato Shrine
52.5,2.200278498293849,2.4555094867949396,2.4852696803708128,4.1288397515482025,21.89632678921628,0.8401634945991703,0,obs_terminal_2,Hoshimigato Shrine
53.0,2.0316292977658374,1.9921030129994237,1.4651496131155972,3.200414880410769,21.940067714965465,0.7755751904961644,0,obs_terminal_2,Hoshimigato Shrine
53.5,2.528770932864595,1.97606181206642,2.499859435954815,4.06802162181329,21.981231675056076,0.6633158258437962,0,obs_terminal_2,Hoshimigato Shrine
54.0,1.067686605547487,1.5131289899565095,1.839941367080994,2.6105360105174187,21.96435154246337,0.9563117972939661,0,obs_terminal_2,Hoshimigato Shrine
54.5,2.147813385924822,2.6106110810168506,2.086473530464711,3.9726268828592115,21.919958335537828,0.8823518268053105,0,obs_terminal_2,Hoshimigato Shrine
55.0,1.4252092418209295,1.5533469389130643,1.8384607267374133,2.797149609756016,22.04288893255838,0.8283917239378578,0,obs_terminal_2,Hoshimigato Shrine
55.5,2.372403412799768,2.8362448338094364,2.8509054314326425,4.669073193830532,22.012987836477865,0.8742160424868527,0,obs_terminal_2,Hoshimigato Shrine
56.0,2.837815989307895,2.3205981229552366,2.4601330005577102,4.414819318824724,22.007013262364126,0.6854653229616661,0,obs_terminal_2,Hoshimigato Shrine
56.5,2.0697148196866273,2.464182002154989,1.439486182683501,3.525341521712717,21.96530044244228,0.8721836289496911,0,obs_terminal_2,Hoshimigato Shrine
57.0,2.6378305577213146,1.91932655828787,2.1044239209518953,3.882082498823544,22.003969648233184,0.6290204809477089,0,obs_terminal_2,Hoshimigato Shrine
57.5,3.2869068323907227,3.1902245417020176,2.925875053609963,5.4352584097383785,22.025722472972053,0.7704725573576542,0,obs_terminal_2,Hoshimigato Shrine
58.0,3.022710798690994,2.5500146557681163,3.2100791363228662,5.093521706895014,21.986755197304834,0.7007775701038547,0,obs_terminal_2,Hoshimigato Shrine
58.5,2.0974786321179137,1.909976194067707,1.6546424263706343,3.2840930609899437,22.022228611962017,0.7386438513391268,0,obs_terminal_2,Hoshimigato Shrine
59.0,1.852284259918008,1.7094280761929603,1.8135742928914151,3.1051816441318474,21.960196975908744,0.745310801219462,0,obs_terminal_2,Hoshimigato Shrine
59.5,2.0947671021617955,2.344954584328661,1.9588548443266993,3.7045881709044943,22.004874265649487,0.8416906914452327,0,obs_terminal_2,Hoshimigato Shrine
60.0,2.571387160699294,2.0984274206724245,2.2698863692425744,4.0209219961735565,22.057124914146303,0.684462150597737,0,obs_terminal_2,Hoshimigato Shrine
60.5,3.082946692576727,2.537134295113339,2.4812285571941572,4.700862250028801,22.061600985178803,0.6885835410991893,0,obs_terminal_2,Hoshimigato Shrine
61.0,2.617047271284197,2.7225551134206647,2.354833726788358,4.4504476905777715,22.066379440247484,0.8051550865430037,0,obs_terminal_2,Hoshimigato Shrine
61.5,2.2272043946979228,1.709945227550247,1.7150551149399118,3.2902532036706784,22.014278420771646,0.654767220383764,0,obs_terminal_2,Hoshimigato Shrine
62.0,2.0209714433936714,1.6181263558060182,1.9945997346839377,3.2681931674807716,22.001580697742888,0.6751478830156101,0,obs_terminal_2,Hoshimigato Shrine
62.5,0.7299106107701249,1.5517470061313299,1.4599959095947028,2.2521714692237857,21.977560554192028,1.131124316269921,0,obs_terminal_2,Hoshimigato Shrine
63.0,1.583875666167798,1.6444384538238388,1.439749045647352,2.6992067851010386,21.90962576217413,0.8041558437908246,0,obs_terminal_2,Hoshimigato Shrine
63.5,1.3580541783076712,2.201091185004207,1.4845389347231326,2.98210821477542,21.932755015179975,1.0179767944785532,0,obs_terminal_2,Hoshimigato Shrine
64.0,3.0400673344993856,3.0473710819403226,2.6922225363610557,5.077060379257537,21.991597251401735,0.7865979692002548,0,obs_terminal_2,Hoshimigato Shrine
64.5,1.6506535674906087,2.136038656990461,2.2595922260717836,3.5203800039414954,21.994585577543578,0.9128847872341407,0,obs_terminal_2,Hoshimigato Shrine
65.0,3.1060937412926015,3.276657982259335,3.300965644610082,5.592913377596415,22.070611151440325,0.8121144866491501,0,obs_terminal_2,Hoshimigato Shrine
65.5,2.0766444726706803,1.8661421937304428,2.1800653987870904,3.542262567354864,22.065739956468782,0.732059590378751,0,obs_terminal_2,Hoshimigato Shrine
66.0,2.0478732355978497,1.791326836503425,1.8938332792509107,3.315002430444604,21.96567569292567,0.7186744808279891,0,obs_terminal_2,Hoshimigato Shrine
66.5,2.587807930204309,2.551759208762098,2.4714345425897006,4.3950214608618285,22.040916285754452,0.7783843178072869,0,obs_terminal_2,Hoshimigato Shrine
67.0,2.0172746449198202,1.9034706373793706,1.7273842320524513,3.2674843145063837,21.976146556771305,0.7563801948858824,0,obs_terminal_2,Hoshimigato Shrine
67.5,2.560772584776559,2.265784468901278,2.2132180136276074,4.073041795305223,22.03413081715019,0.7243563821497154,0,obs_terminal_2,Hoshimigato Shrine
68.0,2.7021386013556183,3.566086563036663,2.986286511732148,5.379259570439048,22.040300886405337,0.9223649513271972,0,obs_terminal_2,Hoshimigato Shrine
68.5,3.4228179304329673,3.2842279686508675,2.9808988896693047,5.602463219459251,22.062104640607387,0.7647377647408082,0,obs_terminal_2,Hoshimigato Shrine
69.0,2.6319632219337366,2.16588389256815,2.254338306267597,4.0866030681733,21.975367832260865,0.6885585897987199,0,obs_terminal_2,Hoshimigato Shrine
69.5,2.0083582599313194,1.4995764113221157,1.4686569869477974,2.905027652009298,22.050715184359046,0.6413650772603127,0,obs_terminal_2,Hoshimigato Shrine
70.0,2.0329913480256407,2.4504495498017724,2.0759536792586144,3.8009657319815706,21.906359298193937,0.8782415929006676,0,obs_terminal_2,Hoshimigato Shrine
70.5,2.7659355741822864,3.1031876082466767,2.7060020742332163,4.960102837467918,22.064810784076943,0.8427971252941486,0,obs_terminal_2,Hoshimigato Shrine
71.0,1.522001893814434,1.6725426612517365,2.442094324475332,3.3283199077186665,21.998749163859074,0.8324876553973657,0,obs_terminal_2,Hoshimigato Shrine
71.5,2.1758003802055654,2.224623686547617,1.7592782902412871,3.5746493455674364,21.999813600100715,0.7964928448038134,0,obs_terminal_2,Hoshimigato Shrine
72.0,2.5156970857159155,2.5655721955475443,1.7467662181484505,3.995257781234002,21.898128174715477,0.7952133307200345,0,obs_terminal_2,Hoshimigato Shrine
72.5,2.2011452083035503,2.7348422582732312,2.496074813031909,4.3075273508042855,21.98056670563763,0.8931034103145153,0,obs_terminal_2,Hoshimigato Shrine
73.0,2.447991446031972,2.425606252881424,2.6169646753446596,4.327208329381074,22.067773969980678,0.7808050399771878,0,obs_terminal_2,Hoshimigato Shrine
73.5,2.415348922253742,1.8229306756774473,1.9847870492629758,3.618890202186325,21.97866490541486,0.6465199607765054,0,obs_terminal_2,Hoshimigato Shrine
74.0,2.6357573543292285,2.5526593368778756,1.8921884425640771,4.1283972220734135,22.03567313804876,0.7693834679301116,0,obs_terminal_2,Hoshimigato Shrine
74.5,2.452677628818165,2.0549658640226185,2.553426758679155,4.09371475131598,22.001727756385705,0.6973955193045992,0,obs_terminal_2,Hoshimigato Shrine
75.0,2.769957713141923,1.9363451369807794,2.0923224585809352,3.974910249651647,22.053133456979985,0.6100895988721918,0,obs_terminal_2,Hoshimigato Shrine
75.5,1.3603915298348885,1.2828358863699774,1.3138640732725757,2.285294691903335,22.009575048260206,0.7560653113182308,0,obs_terminal_2,Hoshimigato Shrine
76.0,1.831781276416401,1.8918792313088875,1.5136881202707944,3.037413603040675,21.953409423445095,0.8015362451102912,0,obs_terminal_2,Hoshimigato Shrine
76.5,2.0007413402410266,2.2533116809586606,2.3936957008615543,3.848396880574727,22.002822533992447,0.8447002443897049,0,obs_terminal_2,Hoshimigato Shrine
77.0,2.5951692604435186,3.49146345444683,2.5643970786253076,5.049886426539786,22.08006084518506,0.9316035800921234,0,obs_terminal_2,Hoshimigato Shrine
77.5,2.897852311101013,2.213125539934423,2.0820062762988925,4.198835887125322,22.02488225390181,0.6522193944741708,0,obs_terminal_2,Hoshimigato Shrine
78.0,1.815674866543968,1.8961380756450106,1.4658778483073032,3.0067944208190003,21.994177684635318,0.8070723722516825,0,obs_terminal_2,Hoshimigato Shrine
78.5,2.419776660535149,2.4115860323741036,2.284414657934025,4.109697873055431,22.112787190956666,0.7837028610914745,0,obs_terminal_2,Hoshimigato Shrine
79.0,2.2053521945183108,1.8691847707973877,1.7174637644157527,3.3626049115720895,22.05796078512806,0.7030801565448125,0,obs_terminal_2,Hoshimigato Shrine
79.5,3.353585653934074,2.3460934882998883,2.3489284031710165,4.7189147096911075,22.040836695769922,0.6104424352389475,0,obs_terminal_2,Hoshimigato Shrine
80.0,2.120160478297518,1.7642383593958184,2.4051913720178635,3.6595850828376135,22.01586712326222,0.694024687758534,0,obs_terminal_2,Hoshimigato Shrine
80.5,1.8974881039683422,1.9761837846241517,1.9507895680958232,3.3632340677247394,22.036513691737554,0.805710894872026,0,obs_terminal_2,Hoshimigato Shrine
81.0,2.302151641584146,2.535732267879459,2.7281688857673845,4.3786694079917625,22.038136603659144,0.8336422683399051,0,obs_terminal_2,Hoshimigato Shrine
81.5,1.9960058418287971,1.6113712865158036,2.096726389923438,3.313128174071093,21.89085923272239,0.679175055296412,0,obs_terminal_2,Hoshimigato Shrine
82.0,2.227301020340652,2.2453397912181416,2.448359370174005,3.9996105083816462,22.01974681064147,0.7894312780228097,0,obs_terminal_2,Hoshimigato Shrine
82.5,1.695277093399931,2.234772118029905,1.415742418287561,3.1420530609569752,21.991959707033217,0.9218198745791832,0,obs_terminal_2,Hoshimigato Shrine
83.0,3.3851344651810447,3.1912186596105174,2.5226071302334567,5.292122316642689,21.97501118634317,0.7559198751021913,0,obs_terminal_2,Hoshimigato Shrine
83.5,1.407388842055215,2.1501865993509828,1.8284252573325432,3.1539157703435325,21.99022813599779,0.9912343024968387,0,obs_terminal_2,Hoshimigato Shrine
84.0,4.070963383888046,3.2550699706738997,3.0120113904332704,6.020002990284968,21.92220756565889,0.6744861509925614,0,obs_terminal_2,Hoshimigato Shrine
84.5,2.1086016601924187,2.053601036581046,1.803352702594723,3.4518921114033483,21.90976949499814,0.7721846256173668,0,obs_terminal_2,Hoshimigato Shrine
85.0,2.8668130716616886,2.8947691370594875,2.76180208700134,4.921976870373063,22.062325120872426,0.7902502760628339,0,obs_terminal_2,Hoshimigato Shrine
85.5,2.2966561691615177,1.9863460224931069,2.3400052715175046,3.8335133691108414,22.023107890985447,0.7130729873422573,0,obs_terminal_2,Hoshimigato Shrine
86.0,2.1144927407285388,1.9206950499437574,1.6128456065648276,3.280460329906095,21.879349393639387,0.7374081061781679,0,obs_terminal_2,Hoshimigato Shrine
86.5,1.2401999658714216,1.8009350424076702,1.3670709875518052,2.5788264903489067,21.971180772929912,0.9677337526270197,0,obs_terminal_2,Hoshimigato Shrine
87.0,1.9554201089018637,1.4545082377831116,1.3689366055159176,2.795219033635495,22.044027586669827,0.6395432662158469,0,obs_terminal_2,Hoshimigato Shrine
87.5,2.386368404747816,2.01008608498265,2.660802248762983,4.100618104535176,21.98599928131397,0.7000185579758468,0,obs_terminal_2,Hoshimigato Shrine
88.0,1.9569946698940692,1.7472261871158574,2.4469893595304364,3.5875317995235094,22.062250247689917,0.7288289994216404,0,obs_terminal_2,Hoshimigato Shrine
88.5,2.6787629449282084,2.6038767652941757,2.403272753009224,4.442033886556455,22.05248758996383,0.7712232114669448,0,obs_terminal_2,Hoshimigato Shrine
